Order_ID,Customer_ID,Customer_Name,Country,State,Product_Name,,,,,
US-2015-134026,JE-15745,Joel Eaton,United States,Tennessee,"Tenex Traditional Chairmats for Medium Pile Carpet, Standard Lip, 36"" x 48""",,,,,
US-2015-134026,JE-15745,Joel Eaton,United States,Tennessee,Safco Industrial Wire Shelving System,,,,,
US-2017-118038,KB-16600,Ken Brennan,United States,Texas,Economy Binders,,,,,
US-2017-118038,KB-16600,Ken Brennan,United States,Texas,"6"" Cubicle Wall Clock, Black",,,,,
US-2017-118038,KB-16600,Ken Brennan,United States,Texas,"SimpliFile Personal File, Black Granite, 15w x 6-15/16d x 11-1/4h",,,,,
US-2014-147606,JE-15745,Joel Eaton,United States,Texas,"Eldon Expressions Desk Accessory, Wood Pencil Holder, Oak",,,,,
CA-2016-127208,SC-20770,Stewart Carmichael,United States,Alabama,"1.7 Cubic Foot Compact ""Cube"" Office Refrigerators",,,,,
CA-2016-127208,SC-20770,Stewart Carmichael,United States,Alabama,Avery Heavy-Duty EZD  Binder With Locking Rings,,,,,
CA-2014-139451,DN-13690,Duane Noonan,United States,California,"Premium Writing Pencils, Soft, #2 by Central Association for the Blind",,,,,
CA-2014-139451,DN-13690,Duane Noonan,United States,California,"Sortfiler Multipurpose Personal File Organizer, Black",,,,,
CA-2015-149734,JC-16105,Julie Creighton,United States,North Carolina,Jet-Pak Recycled Peel 'N' Seal Padded Mailers,,,,,
US-2017-119662,CS-12400,Christopher Schild,United States,Illinois,Safco Industrial Wire Shelving,,,,,
CA-2017-140088,PO-18865,Patrick O'Donnell,United States,South Carolina,Novimex Swivel Fabric Task Chair,,,,,
CA-2017-155558,PG-18895,Paul Gonzalez,United States,Minnesota,Logitech LS21 Speaker System - PC Multimedia - 2.1-CH - Wired,,,,,
CA-2017-155558,PG-18895,Paul Gonzalez,United States,Minnesota,Avery 511,,,,,
CA-2016-159695,GM-14455,Gary Mitchum,United States,Texas,Eldon Portable Mobile Manager,,,,,
CA-2016-109806,JS-15685,Jim Sink,United States,California,Turquoise Lead Holder with Pocket Clip,,,,,
CA-2016-109806,JS-15685,Jim Sink,United States,California,Panasonic Kx-TS550,,,,,
CA-2016-109806,JS-15685,Jim Sink,United States,California,Xerox 1995,,,,,
CA-2015-149587,KB-16315,Karl Braun,United States,Minnesota,Xerox 1999,,,,,
CA-2015-149587,KB-16315,Karl Braun,United States,Minnesota,"Seth Thomas 13 1/2"" Wall Clock",,,,,
CA-2015-149587,KB-16315,Karl Braun,United States,Minnesota,Ibico Standard Transparent Covers,,,,,
US-2017-109484,RB-19705,Roger Barcio,United States,Oregon,Flexible Leather- Look Classic Collection Ring Binder,,,,,
CA-2017-161018,PN-18775,Parhena Norris,United States,New York,9-3/4 Diameter Round Wall Clock,,,,,
CA-2017-157833,KD-16345,Katherine Ducich,United States,California,Trimflex Flexible Post Binders,,,,,
CA-2016-149223,ER-13855,Elpida Rittenbach,United States,Minnesota,Fellowes Basic Home/Office Series Surge Protectors,,,,,
CA-2016-158568,RB-19465,Rick Bensley,United States,Illinois,Avery Personal Creations Heavyweight Cards,,,,,
CA-2016-158568,RB-19465,Rick Bensley,United States,Illinois,SanDisk Ultra 64 GB MicroSDHC Class 10 Memory Card,,,,,
CA-2016-158568,RB-19465,Rick Bensley,United States,Illinois,Avery Hidden Tab Dividers for Binding Systems,,,,,
CA-2016-129903,GZ-14470,Gary Zandusky,United States,Minnesota,Universal Premium White Copier/Laser Paper (20Lb. and 87 Bright),,,,,
US-2015-156867,LC-16870,Lena Cacioppo,United States,Colorado,Logitech K350 2.4Ghz Wireless Keyboard,,,,,
US-2015-156867,LC-16870,Lena Cacioppo,United States,Colorado,"Deflect-o DuraMat Lighweight, Studded, Beveled Mat for Low Pile Carpeting",,,,,
US-2015-156867,LC-16870,Lena Cacioppo,United States,Colorado,"Avery Trapezoid Ring Binder, 3"" Capacity, Black, 1040 sheets",,,,,
CA-2017-119004,JM-15250,Janet Martin,United States,North Carolina,Memorex Mini Travel Drive 8 GB USB 2.0 Flash Drive,,,,,
CA-2017-119004,JM-15250,Janet Martin,United States,North Carolina,Speck Products Candyshell Flip Case,,,,,
CA-2017-119004,JM-15250,Janet Martin,United States,North Carolina,Newell Chalk Holder,,,,,
CA-2015-129476,PA-19060,Pete Armstrong,United States,Illinois,Logitech Gaming G510s - Keyboard,,,,,
CA-2017-146780,CV-12805,Cynthia Voltz,United States,New York,Magnifier Swing Arm Lamp,,,,,
CA-2016-128867,CL-12565,Clay Ludtke,United States,Iowa,"Hunt PowerHouse Electric Pencil Sharpener, Blue",,,,,
CA-2016-128867,CL-12565,Clay Ludtke,United States,Iowa,"Avery Durable Plastic 1"" Binders",,,,,
CA-2014-115259,RC-19960,Ryan Crowe,United States,Ohio,"OIC Colored Binder Clips, Assorted Sizes",,,,,
CA-2014-115259,RC-19960,Ryan Crowe,United States,Ohio,"Redi-Strip #10 Envelopes, 4 1/8 x 9 1/2",,,,,
CA-2014-115259,RC-19960,Ryan Crowe,United States,Ohio,Xerox 1921,,,,,
CA-2014-115259,RC-19960,Ryan Crowe,United States,Ohio,"Tyvek  Top-Opening Peel & Seel Envelopes, Plain White",,,,,
CA-2015-110457,DK-13090,Dave Kipp,United States,Washington,Hon Racetrack Conference Tables,,,,,
US-2015-136476,GG-14650,Greg Guthrie,United States,Tennessee,GBC DocuBind 300 Electric Binding Machine,,,,,
CA-2016-103730,SC-20725,Steven Cartwright,United States,Delaware,Artistic Insta-Plaque,,,,,
CA-2016-103730,SC-20725,Steven Cartwright,United States,Delaware,DXL Angle-View Binders with Locking Rings by Samsill,,,,,
CA-2016-103730,SC-20725,Steven Cartwright,United States,Delaware,"Companion Letter/Legal File, Black",,,,,
CA-2016-103730,SC-20725,Steven Cartwright,United States,Delaware,Globe Weis Peel & Seel First Class Envelopes,,,,,
CA-2016-103730,SC-20725,Steven Cartwright,United States,Delaware,KLD Oscar II Style Snap-on Ultra Thin Side Flip Synthetic Leather Cover Case for HTC One HTC M7,,,,,
US-2014-152030,AD-10180,Alan Dominguez,United States,Texas,Global Deluxe High-Back Manager's Chair,,,,,
US-2014-134614,PF-19165,Philip Fox,United States,Illinois,Bevis 44 x 96 Conference Tables,,,,,
US-2017-107272,TS-21610,Troy Staebel,United States,Arizona,"Avery Durable Slant Ring Binders, No Labels",,,,,
US-2017-107272,TS-21610,Troy Staebel,United States,Arizona,"Trav-L-File Heavy-Duty Shuttle II, Black",,,,,
US-2016-125969,LS-16975,Lindsay Shagiari,United States,California,"Global Task Chair, Black",,,,,
US-2016-125969,LS-16975,Lindsay Shagiari,United States,California,Eldon Cleatmat Plus Chair Mats for High Pile Carpets,,,,,
US-2017-164147,DW-13585,Dorothy Wardle,United States,Ohio,Anker 36W 4-Port USB Wall Charger Travel Power Adapter for iPhone 5s 5c 5,,,,,
US-2017-164147,DW-13585,Dorothy Wardle,United States,Ohio,Xerox 1916,,,,,
US-2017-164147,DW-13585,Dorothy Wardle,United States,Ohio,Staples,,,,,
CA-2016-145583,LC-16885,Lena Creighton,United States,California,Xerox 195,,,,,
CA-2016-145583,LC-16885,Lena Creighton,United States,California,Xerox 1880,,,,,
CA-2016-145583,LC-16885,Lena Creighton,United States,California,"Sanford Colorific Colored Pencils, 12/Box",,,,,
CA-2016-145583,LC-16885,Lena Creighton,United States,California,Ideal Clamps,,,,,
CA-2016-145583,LC-16885,Lena Creighton,United States,California,GBC Wire Binding Strips,,,,,
CA-2016-145583,LC-16885,Lena Creighton,United States,California,Fiskars Softgrip Scissors,,,,,
CA-2016-145583,LC-16885,Lena Creighton,United States,California,Longer-Life Soft White Bulbs,,,,,
CA-2016-110366,JD-15895,Jonathan Doherty,United States,Pennsylvania,"Howard Miller 13-3/4"" Diameter Brushed Chrome Round Wall Clock",,,,,
CA-2017-106180,SH-19975,Sally Hughsby,United States,California,Newell 343,,,,,
CA-2017-106180,SH-19975,Sally Hughsby,United States,California,Convenience Packs of Business Envelopes,,,,,
CA-2017-106180,SH-19975,Sally Hughsby,United States,California,Xerox 1911,,,,,
CA-2017-155376,SG-20080,Sandra Glassco,United States,Missouri,Sanyo 2.5 Cubic Foot Mid-Size Office Refrigerators,,,,,
CA-2015-110744,HA-14920,Helen Andreada,United States,California,Safco Industrial Wire Shelving,,,,,
CA-2014-110072,MG-17680,Maureen Gastineau,United States,Ohio,"Seth Thomas 14"" Putty-Colored Wall Clock",,,,,
CA-2016-114489,JE-16165,Justin Ellison,United States,Wisconsin,Plantronics Cordless Phone Headset with In-line Volume - M214C,,,,,
CA-2016-114489,JE-16165,Justin Ellison,United States,Wisconsin,Anker Astro 15000mAh USB Portable Charger,,,,,
CA-2016-114489,JE-16165,Justin Ellison,United States,Wisconsin,"Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back",,,,,
CA-2016-114489,JE-16165,Justin Ellison,United States,Wisconsin,GBC Prestige Therm-A-Bind Covers,,,,,
CA-2016-158834,TW-21025,Tamara Willingham,United States,Arizona,Belkin 7 Outlet SurgeMaster Surge Protector with Phone Protection,,,,,
CA-2016-158834,TW-21025,Tamara Willingham,United States,Arizona,Jabra BIZ 2300 Duo QD Duo Corded Headset,,,,,
CA-2015-124919,SP-20650,Stephanie Phelps,United States,California,Southworth 25% Cotton Antique Laid Paper & Envelopes,,,,,
CA-2015-124919,SP-20650,Stephanie Phelps,United States,California,Xerox 1883,,,,,
CA-2015-124919,SP-20650,Stephanie Phelps,United States,California,"Tenex Personal Project File with Scoop Front Design, Black",,,,,
CA-2015-118948,NK-18490,Neil Knudson,United States,Washington,Newell 311,,,,,
CA-2014-104269,DB-13060,Dave Brooks,United States,Washington,Global Deluxe High-Back Manager's Chair,,,,,
CA-2016-114104,NP-18670,Nora Paige,United States,Oklahoma,Avery 519,,,,,
CA-2016-114104,NP-18670,Nora Paige,United States,Oklahoma,Avaya 5420 Digital phone,,,,,
CA-2016-162733,TT-21070,Ted Trevino,United States,California,Xerox 1920,,,,,
CA-2015-119697,EM-13960,Eric Murdock,United States,Pennsylvania,Lenovo 17-Key USB Numeric Keypad,,,,,
CA-2016-154508,RD-19900,Ruben Dartt,United States,New Mexico,Staple envelope,,,,,
CA-2016-113817,MJ-17740,Max Jones,United States,Washington,Wilson Jones International Size A4 Ring Binders,,,,,
CA-2014-139892,BM-11140,Becky Martin,United States,Texas,BIC Brite Liner Highlighters,,,,,
CA-2014-139892,BM-11140,Becky Martin,United States,Texas,Lexmark MX611dhe Monochrome Laser Printer,,,,,
CA-2014-139892,BM-11140,Becky Martin,United States,Texas,Space Solutions HD Industrial Steel Shelving.,,,,,
CA-2014-139892,BM-11140,Becky Martin,United States,Texas,SAFCO Arco Folding Chair,,,,,
CA-2014-139892,BM-11140,Becky Martin,United States,Texas,Sanford Liquid Accent Highlighters,,,,,
CA-2014-139892,BM-11140,Becky Martin,United States,Texas,Kensington 7 Outlet MasterPiece Power Center,,,,,
CA-2014-139892,BM-11140,Becky Martin,United States,Texas,JBL Micro Wireless Portable Bluetooth Speaker,,,,,
CA-2014-118962,CS-12130,Chad Sievert,United States,California,"Adams Phone Message Book, Professional, 400 Message Capacity, 5 3/6” x 11”",,,,,
CA-2014-118962,CS-12130,Chad Sievert,United States,California,Xerox 1913,,,,,
CA-2014-118962,CS-12130,Chad Sievert,United States,California,"Global Value Steno Chair, Gray",,,,,
US-2014-100853,JB-15400,Jennifer Braxton,United States,Illinois,Kensington 7 Outlet MasterPiece HOMEOFFICE Power Control Center,,,,,
US-2014-100853,JB-15400,Jennifer Braxton,United States,Illinois,Avery 51,,,,,
US-2017-152366,SJ-20500,Shirley Jackson,United States,Texas,"Acco 7-Outlet Masterpiece Power Center, Wihtout Fax/Phone Line Protection",,,,,
US-2015-101511,JE-15745,Joel Eaton,United States,Ohio,"Padded Folding Chairs, Black, 4/Carton",,,,,
US-2015-101511,JE-15745,Joel Eaton,United States,Ohio,Acme Rosewood Handle Letter Opener,,,,,
CA-2015-137225,JK-15640,Jim Kriz,United States,New York,"Sanford Colorific Eraseable Coloring Pencils, 12 Count",,,,,
CA-2014-166191,DK-13150,David Kendrick,United States,Illinois,"Tenex File Box, Personal Filing Tote with Lid, Black",,,,,
CA-2014-166191,DK-13150,David Kendrick,United States,Illinois,Imation Secure+ Hardware Encrypted USB 2.0 Flash Drive; 16GB,,,,,
CA-2014-158274,RM-19675,Robert Marley,United States,Louisiana,AT&T TR1909W,,,,,
CA-2014-158274,RM-19675,Robert Marley,United States,Louisiana,Nokia Lumia 521 (T-Mobile),,,,,
CA-2014-158274,RM-19675,Robert Marley,United States,Louisiana,HP Standard 104 key PS/2 Keyboard,,,,,
CA-2016-105018,SK-19990,Sally Knutson,United States,Connecticut,Avery Poly Binder Pockets,,,,,
CA-2014-123260,FM-14290,Frank Merwin,United States,California,SanDisk Ultra 32 GB MicroSDHC Class 10 Memory Card,,,,,
CA-2016-157000,AM-10360,Alice McCarthy,United States,Texas,"Personal Filing Tote with Lid, Black/Gray",,,,,
CA-2016-157000,AM-10360,Alice McCarthy,United States,Texas,Southworth 25% Cotton Antique Laid Paper & Envelopes,,,,,
CA-2015-102281,MP-17470,Mark Packer,United States,New York,"Atlantic Metals Mobile 4-Shelf Bookcases, Custom Colors",,,,,
CA-2015-102281,MP-17470,Mark Packer,United States,New York,I Need's 3d Hello Kitty Hybrid Silicone Case Cover for HTC One X 4g with 3d Hello Kitty Stylus Pen Green/pink,,,,,
CA-2015-102281,MP-17470,Mark Packer,United States,New York,Xerox 205,,,,,
CA-2015-102281,MP-17470,Mark Packer,United States,New York,"Atlantic Metals Mobile 3-Shelf Bookcases, Custom Colors",,,,,
CA-2015-102281,MP-17470,Mark Packer,United States,New York,4009 Highlighters by Sanford,,,,,
CA-2015-131457,MZ-17515,Mary Zewe,United States,California,Poly String Tie Envelopes,,,,,
CA-2014-140004,CB-12025,Cassandra Brandow,United States,Ohio,"Binney & Smith Crayola Metallic Colored Pencils, 8-Color Set",,,,,
CA-2014-140004,CB-12025,Cassandra Brandow,United States,Ohio,"Binney & Smith inkTank Erasable Desk Highlighter, Chisel Tip, Yellow, 12/Box",,,,,
CA-2017-107720,VM-21685,Valerie Mitchum,United States,New Jersey,Decoflex Hanging Personal Folder File,,,,,
US-2017-124303,FH-14365,Fred Hopkins,United States,Pennsylvania,"Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Light Blue",,,,,
US-2017-124303,FH-14365,Fred Hopkins,United States,Pennsylvania,"Wirebound Message Books, 5-1/2 x 4 Forms, 2 or 4 Forms per Page",,,,,
CA-2017-105074,MB-17305,Maria Bertelson,United States,Ohio,Southworth 25% Cotton Linen-Finish Paper & Envelopes,,,,,
CA-2014-133690,BS-11755,Bruce Stewart,United States,Colorado,BoxOffice By Design Rectangular and Half-Moon Meeting Room Tables,,,,,
CA-2014-133690,BS-11755,Bruce Stewart,United States,Colorado,"Bravo II Megaboss 12-Amp Hard Body Upright, Replacement Belts, 2 Belts per Pack",,,,,
US-2017-116701,LC-17140,Logan Currie,United States,Texas,Eureka Sanitaire  Commercial Upright,,,,,
CA-2017-126382,HK-14890,Heather Kirkland,United States,Tennessee,"Eldon 200 Class Desk Accessories, Burgundy",,,,,
CA-2017-108329,LE-16810,Laurel Elliston,United States,California,Nortel Business Series Terminal T7208 Digital phone,,,,,
CA-2017-135860,JH-15985,Joseph Holt,United States,Michigan,"Tennsco Lockers, Gray",,,,,
CA-2017-135860,JH-15985,Joseph Holt,United States,Michigan,Panasonic KX-TG6844B Expandable Digital Cordless Telephone,,,,,
CA-2017-135860,JH-15985,Joseph Holt,United States,Michigan,"Avery Durable Slant Ring Binders, No Labels",,,,,
CA-2017-135860,JH-15985,Joseph Holt,United States,Michigan,"Advantus Push Pins, Aluminum Head",,,,,
CA-2017-135860,JH-15985,Joseph Holt,United States,Michigan,"Gould Plastics 18-Pocket Panel Bin, 34w x 5-1/4d x 20-1/2h",,,,,
CA-2015-101007,MS-17980,Michael Stewart,United States,Texas,Memorex Micro Travel Drive 8 GB,,,,,
CA-2015-146262,VW-21775,Victoria Wilson,United States,Ohio,Avery 505,,,,,
CA-2015-146262,VW-21775,Victoria Wilson,United States,Ohio,O'Sullivan 2-Door Barrister Bookcase in Odessa Pine,,,,,
CA-2015-146262,VW-21775,Victoria Wilson,United States,Ohio,Speck Products Candyshell Flip Case,,,,,
CA-2015-146262,VW-21775,Victoria Wilson,United States,Ohio,Cisco 9971 IP Video Phone Charcoal,,,,,
CA-2015-146262,VW-21775,Victoria Wilson,United States,Ohio,Sony Micro Vault Click 16 GB USB 2.0 Flash Drive,,,,,
CA-2016-130162,JH-15910,Jonathan Howell,United States,California,"Personal Filing Tote with Lid, Black/Gray",,,,,
CA-2016-130162,JH-15910,Jonathan Howell,United States,California,Adtran 1202752G1,,,,,
CA-2015-169397,JB-15925,Joni Blumstein,United States,Ohio,OIC Bulk Pack Metal Binder Clips,,,,,
CA-2015-169397,JB-15925,Joni Blumstein,United States,Ohio,"While You Were Out Pads, 50 per Pad, 4 x 5 1/4, Green Cycle",,,,,
CA-2015-169397,JB-15925,Joni Blumstein,United States,Ohio,Ibico Standard Transparent Covers,,,,,
CA-2015-169397,JB-15925,Joni Blumstein,United States,Ohio,"Executive Impressions 14"" Two-Color Numerals Wall Clock",,,,,
CA-2015-169397,JB-15925,Joni Blumstein,United States,Ohio,Swingline SM12-08 MicroCut Jam Free Shredder,,,,,
CA-2015-169397,JB-15925,Joni Blumstein,United States,Ohio,Stanley Bostitch Contemporary Electric Pencil Sharpeners,,,,,
CA-2015-163055,DS-13180,David Smith,United States,Michigan,"Sanford Uni-Blazer View Highlighters, Chisel Tip, Yellow",,,,,
CA-2015-163055,DS-13180,David Smith,United States,Michigan,Bevis 36 x 72 Conference Tables,,,,,
CA-2015-163055,DS-13180,David Smith,United States,Michigan,Rogers Deluxe File Chest,,,,,
US-2015-145436,VD-21670,Valerie Dominguez,United States,Tennessee,Global Low Back Tilter Chair,,,,,
US-2015-145436,VD-21670,Valerie Dominguez,United States,Tennessee,"Global Push Button Manager's Chair, Indigo",,,,,
US-2014-156216,EA-14035,Erin Ashbrook,United States,North Carolina,GBC Instant Index System for Binding Systems,,,,,
US-2017-100930,CS-12400,Christopher Schild,United States,Florida,Bush Advantage Collection Round Conference Table,,,,,
US-2017-100930,CS-12400,Christopher Schild,United States,Florida,Bretford Rectangular Conference Table Tops,,,,,
US-2017-100930,CS-12400,Christopher Schild,United States,Florida,GBC Instant Index System for Binding Systems,,,,,
US-2017-100930,CS-12400,Christopher Schild,United States,Florida,"Tenex Contemporary Contur Chairmats for Low and Medium Pile Carpet, Computer, 39"" x 49""",,,,,
US-2017-100930,CS-12400,Christopher Schild,United States,Florida,Logitech P710e Mobile Speakerphone,,,,,
CA-2017-160514,DB-13120,David Bremer,United States,California,Xerox 4200 Series MultiUse Premium Copy Paper (20Lb. and 84 Bright),,,,,
CA-2016-157749,KL-16645,Ken Lonsdale,United States,Illinois,Xerox 1957,,,,,
